视频编号,视频文件,Session,题目,A,B,C,D,正确答案,视频时长秒
vid_0937,0937.mp4,12,视频主要展示的场景是什么？,滑雪赛场,热闹集市,安静教室,医院病房,B,11.193
vid_0938,0938.mp4,17,视频中的主要场景是哪里？,沙滩上,汽车内,教室里,卧室里,B,11.209
vid_0939,0939.mp4,2,视频中的蓝衣男子主要在做什么？,驾驶汽车,修剪树木,步行赶路,骑行电动车,D,11.213
vid_0940,0940.mp4,14,视频中的男孩主要在做什么？,蹲在路边休息,骑车快速赶路,捡拾地面碎渣,擦拭共享单车,C,11.214
vid_0941,0941.mp4,3,视频中的人物主要在做什么？,钓鱼,打球,做饭,跳舞,A,11.214
vid_0942,0942.mp4,9,视频主要展示的婴儿用品是什么？,普通安抚奶嘴,婴儿硅胶软勺,蘑菇形牙咬玩具,软胶拼装积木,C,11.214
vid_0943,0943.mp4,15,视频中的人物主要在做什么？,户外跑步,伏案书写作业,烹饪炒菜,对着镜头做手部动作,D,11.214
vid_0944,0944.mp4,16,视频中的女子主要在做什么？,认真切菜做饭,专注弹奏钢琴,低头擦拭桌子,对着镜头做手部动作,D,11.214
vid_0945,0945.mp4,11,视频中男子上衣的主要颜色是？,黄色,红色,蓝色,绿色,C,11.214
vid_0946,0946.mp4,14,视频主要展示什么内容？,音乐MV片段,美食制作教程,旅游风景照片,朋友圈招生文案,D,11.216
vid_0947,0947.mp4,9,视频中的人物主要在做什么？,打球,做饭,画画,跳舞,D,11.216
vid_0948,0948.mp4,12,视频主要展示的是以下哪项？,烟花表演,灯光喷泉表演,篝火晚会,瀑布景观,B,11.216
vid_0949,0949.mp4,15,视频中的人群主要在做什么？,跑步比赛,跳舞演出,排队等候,聚餐吃饭,C,11.216
vid_0950,0950.mp4,1,视频主要展示什么？,高耸的楼房,流动的河水,奔跑的行人,盛开的花,D,11.234
vid_0951,0951.mp4,13,视频中的小男孩主要在做什么？,打球,看书,玩沙子,画画,C,11.238
vid_0952,0952.mp4,10,视频里出现的人物主要在做什么？,生火做饭,跳舞表演,读书写字,骑马行进,D,11.238
vid_0953,0953.mp4,4,视频中的人物主要在做什么？,炒菜做饭,对着镜头做手部动作,跑步锻炼,写字画画,B,11.238
vid_0954,0954.mp4,8,视频展示的主要场景是哪里？,有树木楼房的户外,室内商场,海边沙滩,电梯轿厢内,A,11.238
vid_0955,0955.mp4,17,视频中人物手持展示的物品是什么？,印花布料,写字钢笔,皮质鞋子,新鲜水果,A,11.239
vid_0956,0956.mp4,2,视频最后展示的主要场景是哪里？,厨房,教室,卧室,卫生间,A,11.239
vid_0957,0957.mp4,11,视频中站着的制服男子在做什么？,用锅铲炒菜做饭,握球拍打球运动,持扇形排列的片状物,拿折扇跳舞演出,C,11.239
vid_0958,0958.mp4,6,视频中的人物主要在做什么？,坐着互动,跳舞表演,跑步锻炼,烹饪做饭,A,11.261
vid_0959,0959.mp4,5,视频中的男子主要在做什么？,擦拭望远镜,烹饪食物,弹奏吉他,阅读书籍,A,11.261
vid_0960,0960.mp4,17,视频中的人物主要在做什么？,展示玻璃杯,弹奏乐器,烹饪饭菜,打扫卫生,A,11.261
vid_0961,0961.mp4,7,视频主要展示的物品是什么？,小熊造型包包,普通双肩背包,毛绒兔子玩偶,皮质公文包,A,11.261
vid_0962,0962.mp4,4,视频主要展示的食材是什么？,虾,白菜,鱼,牛肉,A,11.261
vid_0963,0963.mp4,10,视频中的人物主要在做什么？,烹饪食物,打扫地面,跳舞表演,伏案写作,B,11.261
vid_0964,0964.mp4,7,视频中两位男士一同做过什么？,炒菜做饭,并肩站着面向镜头,打乒乓球,骑马奔跑,B,11.262
vid_0965,0965.mp4,11,视频主要展示的场景是？,海边沙滩景区,室内居家客厅,城市通行道路,足球比赛场地,C,11.262
vid_0966,0966.mp4,2,视频里的人物主要在做什么？,对着镜头做手势,烹饪炒菜,跑步锻炼,阅读书籍,A,11.262
vid_0967,0967.mp4,5,视频主要展现的是哪种天气下的路况？,暴雪天气,暴雨天气,晴朗天气,大雾天气,A,11.262
vid_0968,0968.mp4,6,视频中的两位老人主要在做什么？,牵手走路,唱歌跳舞,摆摊卖货,骑车通行,A,11.262
vid_0969,0969.mp4,9,视频的主要场景是哪里？,教室,体育馆,理发店,中餐厅,C,11.284
vid_0970,0970.mp4,1,站在画面左侧的女士手中拿着什么？,书本,扫帚,篮球,苹果,B,11.284
vid_0971,0971.mp4,8,视频主要展示的人物是？,年轻女生,老年女性,老年男性,中年男士,A,11.284
vid_0972,0972.mp4,15,视频中的女士主要在做什么？,烹饪做饭,跳舞表演,打扫卫生,演示卫浴设施,D,11.284
vid_0974,0974.mp4,16,视频里的人物主要在做什么？,在操场跑步,和人互动交流,在泳池游泳,在厨房炒菜,B,11.306
vid_0975,0975.mp4,3,视频中桌上整齐摆放的大量物品是什么？,纸质图书,毛绒玩具,新鲜水果,智能手机,D,11.306
vid_0976,0976.mp4,12,视频中的人物主要在做什么？,跳舞,答题考试,吃饭,打扫卫生,A,11.306
vid_0977,0977.mp4,14,视频中出现的主要动物是什么？,猴子,老虎,熊猫,大象,A,11.307
vid_0978,0978.mp4,12,视频拍摄的主要场景是哪里？,居民住宅内,火车车厢内,大型超市内,医院病房内,B,11.309
vid_0979,0979.mp4,14,视频中的人物主要在做什么？,做饭,打球,跳舞,画画,C,11.309
vid_0980,0980.mp4,11,视频中的主要场景是哪里？,操场,厨房,教室,卧室,B,11.329
vid_0981,0981.mp4,1,视频主要展示什么类别的物品？,陶瓷餐具,黄金首饰,毛绒玩具,新鲜水果,B,11.33
vid_0982,0982.mp4,6,视频里车辆正驶向哪类场所？,住宅小区大门,高速公路收费站,商场地下车库,火车站进站口,B,11.33
vid_0983,0983.mp4,8,视频中的人物主要在做什么？,弹奏乐器,烹饪做饭,展示厚外套,跑步锻炼,C,11.33
vid_0984,0984.mp4,3,视频中反复出现的男士主要穿着什么？,厨师服,泳衣,西装,铠甲,C,11.332
vid_0985,0985.mp4,7,视频拍摄的主要场景是哪里？,家里客厅,飞机客舱,高铁车厢,电影院,B,11.332
vid_0986,0986.mp4,5,视频中反复出现的交通工具是什么？,货运三轮车,白色越野汽车,电动自行车,大型公交车,B,11.332
vid_0987,0987.mp4,13,视频主要展示的是什么场景？,隧道施工工地,天然草原牧场,海边度假沙滩,大型商场内部,A,11.332
vid_0988,0988.mp4,16,视频中的大人主要陪小孩做什么？,跳舞,看书,做饭,玩海洋球,D,11.332
vid_0989,0989.mp4,15,视频主要展示的是什么？,飞行的飞机,骑行的自行车,行驶的小轿车,航行的轮船,C,11.334
vid_0990,0990.mp4,9,视频中的人物主要在进行什么活动？,参加运动会,上实验课,表演话剧,举行婚礼,D,11.334
vid_0991,0991.mp4,17,视频主要展示的是什么？,超市购物小票,银行回单,考试成绩表,景区门票,C,11.354
vid_0992,0992.mp4,13,视频中的女士主要在做什么？,打篮球,烹饪做饭,走路摆姿势,写作业,C,11.354
vid_0993,0993.mp4,10,视频中的女生主要在做什么？,餐厅用餐吃饭,户外行走摆姿势,超市挑选商品,教室学习听课,B,11.354
vid_0994,0994.mp4,4,视频中的人物主要在做什么？,烹饪食物,裁剪布料,弹奏乐器,打扫卫生,B,11.354
vid_0995,0995.mp4,3,视频中的男子主要在做什么？,食用并展示食物,维修家电,画画写字,跳舞表演,A,11.354
vid_0996,0996.mp4,2,视频主要展示的车用物品是什么？,破窗安全锤,车载灭火器,车载充电器,行车记录仪,A,11.354
vid_0997,0997.mp4,4,视频中出现的主要动物是？,仓鼠,兔子,猫,小狗,B,11.355
vid_0998,0998.mp4,15,视频里的人物主要在做什么？,伏案写字,跑步锻炼,烹饪做饭,摆姿势站立,D,11.355
vid_0999,0999.mp4,17,视频里的男子主要在做什么？,打球,跳舞,画画,做饭,B,11.355
vid_1000,1000.mp4,10,视频中的女士主要在做什么？,画画,做饭,跑步,荡秋千,D,11.355
vid_1001,1001.mp4,16,视频中男子站在树枝上的主要动作是？,摘果子,划船,砍树枝,钓鱼,C,11.355
vid_1002,1002.mp4,9,视频里的小男孩主要在做什么？,睡觉,写字,做饭,跑步,D,11.355
vid_1003,1003.mp4,2,视频中主要展示的交通工具是什么？,自行车,渔船,汽车,摩托车,C,11.355
vid_1004,1004.mp4,14,视频中人们主要在进行什么活动？,庆祝新年,田间劳作,体育比赛,上课学习,A,11.377
vid_1005,1005.mp4,11,视频主要展示了什么？,两位老人,两只小狗,两只小猫,两个婴儿,D,11.377
vid_1006,1006.mp4,7,视频主要展示的动物是什么？,鲨鱼,熊猫,老虎,大象,A,11.377
vid_1007,1007.mp4,6,视频中的人物主要在做什么？,炒菜做饭,跳舞表演,舞剑,写字画画,C,11.377
vid_1008,1008.mp4,5,视频中的人物主要在做什么？,自拍,画画,打球,做饭,A,11.378
vid_1009,1009.mp4,1,视频里的男子主要在做什么？,端托盘晃动,打扫地面,伏案写字,切菜做饭,A,11.378
vid_1010,1010.mp4,8,视频中的人物主要在做什么？,在户外跑步,在厨房做饭,躺在床上休息,在教室上课,C,11.379
vid_1011,1011.mp4,2,视频中的人物主要在做什么？,在黑板上画画,写板书,擦黑板,玩手机,A,11.4
vid_1012,1012.mp4,14,视频主要展示的动物是什么？,兔子,仓鼠,猫,狗,C,11.4
vid_1013,1013.mp4,12,视频中的顾客主要在做什么？,吃饭聚餐,挑选衣服,跑步健身,上课听讲,B,11.4
vid_1014,1014.mp4,6,视频中的人物主要在做什么？,在水池边洗漱清洁,在操场跑步运动,在厨房烹饪做饭,在教室看书学习,A,11.401
vid_1015,1015.mp4,11,视频的主要拍摄场景是哪里？,商场内,餐厅内,汽车内,教室内,C,11.401
vid_1016,1016.mp4,12,视频中的人物主要在做什么？,伏案写字,户外跑步,对着镜头互动,厨房炒菜,C,11.401
vid_1017,1017.mp4,8,视频主要展示的物品是什么？,家用窗帘,汽车脚垫,塑料脸盆,皮鞋鞋油,B,11.401
vid_1018,1018.mp4,10,视频主要展示的水果是什么？,香蕉,苹果,西瓜,草莓,C,11.422
vid_1019,1019.mp4,9,视频中的女士主要在做什么？,烹饪做饭,安静读书,擦拭家具,唱歌跳舞,D,11.423
vid_1020,1020.mp4,4,视频中人物主要在做什么？,擦拭浴室镜面,清洁花洒出水孔,用花洒浇绿植,刷洗厨房餐具,B,11.423
vid_1021,1021.mp4,15,视频里的年轻女性主要在做什么？,在户外摆姿势拍照,在操场打球运动,在厨房做饭炒菜,在教室上课学习,A,11.423
vid_1022,1022.mp4,5,视频拍摄的主要场景在哪里？,商店货架旁,家中厨房,学校教室,乡间农田,A,11.425
vid_1023,1023.mp4,17,视频中出镜最多的男子主要待在哪里？,飞机上,火车上,汽车里,轮船上,C,11.425
vid_1024,1024.mp4,13,视频主要展示的内容是什么？,同一位男士的多组影像,多只不同的宠物猫,各式糕点甜品,城市高楼建筑,A,11.425
vid_1025,1025.mp4,1,视频主要展示的物品是什么？,婚礼请柬,毕业证书,新春贺卡,录取通知书,D,11.425
vid_1026,1026.mp4,16,视频中的年轻女士主要在做什么？,烹饪做饭,读书写字,唱歌跳舞,自拍录制视频,D,11.425
vid_1027,1027.mp4,7,视频展现的主要场景是哪里？,施工工地,居家客厅,学校教室,海边沙滩,A,11.425
vid_1028,1028.mp4,3,视频中的女子主要处于什么场景？,整洁的教室,繁华的商业街,草木丛生的野外,舒适的卧室,C,11.425
vid_1029,1029.mp4,8,视频主要拍摄展示的对象是？,老年男性,宠物小猫,年轻女性,货运卡车,C,11.434
vid_1030,1030.mp4,14,视频中的人物主要在做什么？,唱歌跳舞,炒菜做饭,玩看病扮演游戏,打扫卫生,C,11.445
vid_1031,1031.mp4,11,视频的主要场景位于哪里？,公园草坪上,列车车门旁,学校教室内,餐厅后厨里,B,11.446
vid_1032,1032.mp4,2,视频里的人物主要在做什么？,教室写作业,厨房炒菜做饭,对着镜头自拍,操场跑步锻炼,C,11.446
vid_1033,1033.mp4,6,视频中的人物主要在做什么？,做饭,跑步,跳舞,游泳,B,11.446
vid_1034,1034.mp4,3,视频主要展示的是什么景物？,雪山冰川,湍急河流,彩色林木,繁忙街道,C,11.446
vid_1035,1035.mp4,15,视频主要展示的物体是什么？,飞机,轮船,汽车,火车,C,11.447
vid_1036,1036.mp4,4,视频里的两名人物主要在做什么？,登台演唱歌曲,参加跑步比赛,面对面交谈互动,共同烹饪做饭,C,11.447
vid_1037,1037.mp4,17,视频中人物所穿上衣的主色调是？,红色,黄色,绿色,蓝色,D,11.448
vid_1038,1038.mp4,9,视频中的年轻女性主要在做什么？,驾驶汽车,对着镜头说话,烹饪食材,跳双人舞,B,11.448
vid_1039,1039.mp4,13,视频中的人物主要在做什么？,跳舞,自拍,看书,做饭,B,11.448
vid_1040,1040.mp4,1,视频中成排停放的大型车辆主要是什么？,绿色公交巴士,蓝色环卫车辆,白色家用轿车,红色货运卡车,D,11.448
vid_1041,1041.mp4,7,视频主要展示的大型机械是什么？,起重机,压路机,推土机,挖掘机,D,11.448
vid_1042,1042.mp4,16,视频主要展示的是下列哪类物品？,厨房餐具,工业电气设备,盆栽绿植,家养宠物,B,11.448
vid_1043,1043.mp4,5,视频中的男子主要在做什么？,往土中摆放种植包,打篮球,跳舞表演,炒菜做饭,A,11.448
vid_1044,1044.mp4,12,视频里出现的男子主要在做什么？,操场打球,厨房做饭,户外行走,伏案写字,C,11.47
vid_1045,1045.mp4,7,视频最后出现的人物正在做什么？,划船,骑自行车,开小汽车,骑摩托车,D,11.47
vid_1046,1046.mp4,12,视频里的女士主要在做什么？,跑步锻炼,托腮面向镜头,烹饪做饭,跳舞表演,B,11.47
vid_1047,1047.mp4,10,靠床头坐着的女子主要在做什么？,玩手机,吃水果,看书,织毛衣,A,11.47
vid_1048,1048.mp4,1,视频主要展示的场景是？,高山雪顶,室内商场,铁路桥梁,海边沙滩,C,11.47
vid_1049,1049.mp4,10,视频中的人物主要在做什么？,跑步,打排球,踢足球,打篮球,D,11.47
vid_1050,1050.mp4,5,视频里工人工作的场景是哪里？,居民家中,学校教室,餐厅后厨,工厂车间,D,11.471
vid_1051,1051.mp4,17,视频里的男士主要在做什么？,跑步健身,炒菜做饭,弹奏乐器,拿着杯子喝东西,D,11.494
vid_1052,1052.mp4,15,视频的拍摄场景主要是哪里？,海边沙滩,家中室内,教室课堂,森林野外,B,11.494
vid_1053,1053.mp4,16,视频中站着的男子主要在做什么动作,跳绳,拍手,看书,洗碗,B,11.494
vid_1054,1054.mp4,9,视频中的两个人主要在做什么？,在操场跑步,对着镜头自拍,在舞台表演,在厨房烹饪,B,11.494
vid_1055,1055.mp4,4,视频里插有点燃蜡烛的食物是？,蒸蛋,炒面,生日蛋糕,烤串,C,11.494
vid_1056,1056.mp4,3,视频的主要场景是哪里？,拥挤的地铁,开花的户外郊野,室内办公室,积雪的高山,B,11.494
vid_1057,1057.mp4,13,视频中的人物主要在做什么？,在河边钓鱼,在岸上洗衣服,在水沟里捡拾河蚌,在田地里插秧,C,11.494
vid_1058,1058.mp4,6,视频主要展示的对象是？,年轻女性,老年男性,宠物猫狗,幼龄儿童,A,11.516
vid_1059,1059.mp4,8,视频的主要场景是哪里？,草坪上,汽车内,教室内,沙滩上,B,11.516
vid_1060,1060.mp4,14,视频中的人物主要在做什么？,在教室上课,居家互动,参加跑步比赛,在商场购物,B,11.516
vid_1061,1061.mp4,2,视频中的人物主要在做什么？,伏案写字,对着镜头做手势互动,跑步锻炼,烹饪炒菜,B,11.516
vid_1062,1062.mp4,11,视频主要展示的是什么？,盛开的花朵,飞舞的蝴蝶,成熟的果实,玩耍的孩童,A,11.516
vid_1063,1063.mp4,14,视频中的人物主要在做什么？,批改作业,修理汽车,耕田种地,聚会娱乐,D,11.516
vid_1064,1064.mp4,2,视频中的女子主要在做什么？,跳舞,骑摩托车,走路,跑步,C,11.516
vid_1065,1065.mp4,8,视频中的劳作主要发生在什么场景？,草原牧场,蔬菜大棚,山地茶园,水稻稻田,C,11.516
vid_1066,1066.mp4,6,视频主要展示的是什么？,飞行的飞机,航行的轮船,步行的路人,行驶的汽车,D,11.518
vid_1067,1067.mp4,17,视频中的人物主要在做什么？,做饭,打球,画画,跳舞,D,11.518
vid_1068,1068.mp4,11,视频中的男子主要在做什么？,跑步比赛,围观植物,弹奏钢琴,炒菜做饭,B,11.518
vid_1069,1069.mp4,13,视频主要展示什么？,新款服饰,各式餐饮小吃,数码产品,鲜花绿植,B,11.534
vid_1070,1070.mp4,12,视频中主要人物在做什么？,教室上课,厨房做饭,影院观影,户外自拍,D,11.538
vid_1071,1071.mp4,7,视频前景的手握着什么美妆产品？,眉笔,腮红,粉底液,口红,D,11.539
vid_1072,1072.mp4,9,视频中主要出现的动物是什么？,马,羊,猪,牛,D,11.539
vid_1073,1073.mp4,10,人物主要在做什么？,擦拭家具,操作保险箱,缝制衣物,烹饪菜肴,B,11.539
vid_1074,1074.mp4,1,视频中的人物主要在做什么？,户外自拍,读书写字,唱歌跳舞,烹饪做饭,A,11.539
vid_1075,1075.mp4,4,视频中的人物主要在做什么？,教室上课,烹饪炒菜,展示穿搭造型,打羽毛球,C,11.541
vid_1076,1076.mp4,16,视频主要展示的是什么？,儿童游乐设施,办公桌椅,农用工具,厨房餐具,A,11.541
vid_1077,1077.mp4,15,视频主要展示了什么？,新鲜水果,文具用品,生鲜猪肉,数码产品,C,11.541
vid_1078,1078.mp4,3,视频里的人们主要在做什么？,聚餐吃饭,跑步锻炼,唱歌跳舞,读书学习,A,11.541
vid_1079,1079.mp4,5,视频主要展示的内容是什么？,文具用品,野生花草,做好的饭菜,家用电器,C,11.541
vid_1080,1080.mp4,16,视频中的人物主要在做什么？,抬举挖出的大块植物,修理汽车,跳舞表演,生火做饭,A,11.541
